label_en,label_es,desc_en,desc_es,type,state,MS_FB_PARE,MS_FB,WIKIDATA
XX Local Electoral District of Tabasco,XX Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:20,Q53003028
XXI Local Electoral District of Tabasco,XXI Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:21,Q53003031
I Local Electoral District of Tamaulipas,I Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:1,Q53003033
II Local Electoral District of Tamaulipas,II Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:2,Q53003036
III Local Electoral District of Tamaulipas,III Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:3,Q53003039
IV Local Electoral District of Tamaulipas,IV Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:4,Q53003042
V Local Electoral District of Tamaulipas,V Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:5,Q53003044
VI Local Electoral District of Tamaulipas,VI Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:6,Q53003048
VII Local Electoral District of Tamaulipas,VII Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:7,Q53003053
VIII Local Electoral District of Tamaulipas,VIII Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:8,Q53003062
IX Local Electoral District of Tamaulipas,IX Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:9,Q53003064
X Local Electoral District of Tamaulipas,X Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:10,Q53003066
XI Local Electoral District of Tamaulipas,XI Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:11,Q53003070
XII Local Electoral District of Tamaulipas,XII Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:12,Q53003073
XIII Local Electoral District of Tamaulipas,XIII Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:13,Q53003075
XIV Local Electoral District of Tamaulipas,XIV Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:14,Q53003077
XV Local Electoral District of Tamaulipas,XV Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:15,Q53003078
XVI Local Electoral District of Tamaulipas,XVI Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:16,Q53003085
XVII Local Electoral District of Tamaulipas,XVII Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:17,Q53003097
XVIII Local Electoral District of Tamaulipas,XVIII Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:18,Q53003100
XIX Local Electoral District of Tamaulipas,XIX Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:19,Q53003103
XX Local Electoral District of Tamaulipas,XX Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:20,Q53003105
XXI Local Electoral District of Tamaulipas,XXI Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:21,Q53003109
XXII Local Electoral District of Tamaulipas,XXII Distrito Electoral Local de Tamaulipas,local district of Tamaulipas,distrito local de Tamaulipas,local electoral district of Tamaulipas,Tamaulipas,country:mx/state:tam,country:mx/state:tam/led:22,Q53003111
I Local Electoral District of Tlaxcala,I Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:1,Q53003113
II Local Electoral District of Tlaxcala,II Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:2,Q53003116
III Local Electoral District of Tlaxcala,III Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:3,Q53003123
IV Local Electoral District of Tlaxcala,IV Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:4,Q53003135
V Local Electoral District of Tlaxcala,V Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:5,Q53003138
VI Local Electoral District of Tlaxcala,VI Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:6,Q53003142
VII Local Electoral District of Tlaxcala,VII Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:7,Q53003145
VIII Local Electoral District of Tlaxcala,VIII Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:8,Q53003147
IX Local Electoral District of Tlaxcala,IX Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:9,Q53003150
X Local Electoral District of Tlaxcala,X Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:10,Q53003153
XI Local Electoral District of Tlaxcala,XI Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:11,Q53003157
XII Local Electoral District of Tlaxcala,XII Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:12,Q53003165
XIII Local Electoral District of Tlaxcala,XIII Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:13,Q53003174
XIV Local Electoral District of Tlaxcala,XIV Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:14,Q53003177
XV Local Electoral District of Tlaxcala,XV Distrito Electoral Local de Tlaxcala,local district of Tlaxcala,distrito local de Tlaxcala,local electoral district of Tlaxcala,Tlaxcala,country:mx/state:tla,country:mx/state:tla/led:15,Q53003179
I Local Electoral District of Veracruz,I Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:1,Q52994385
II Local Electoral District of Veracruz,II Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:2,Q52994387
III Local Electoral District of Veracruz,III Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:3,Q52994390
IV Local Electoral District of Veracruz,IV Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:4,Q52994393
V Local Electoral District of Veracruz,V Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:5,Q52994395
VI Local Electoral District of Veracruz,VI Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:6,Q52994397
VII Local Electoral District of Veracruz,VII Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:7,Q52994400
VIII Local Electoral District of Veracruz,VIII Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:8,Q52994401
IX Local Electoral District of Veracruz,IX Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:9,Q52994403
X Local Electoral District of Veracruz,X Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:10,Q52994411
XI Local Electoral District of Veracruz,XI Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:11,Q52994423
XII Local Electoral District of Veracruz,XII Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:12,Q52994425
XIII Local Electoral District of Veracruz,XIII Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:13,Q52994428
XIV Local Electoral District of Veracruz,XIV Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:14,Q52994430
XV Local Electoral District of Veracruz,XV Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:15,Q52994431
XVI Local Electoral District of Veracruz,XVI Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:16,Q52994435
XVII Local Electoral District of Veracruz,XVII Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:17,Q52994437
XVIII Local Electoral District of Veracruz,XVIII Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:18,Q52994440
XIX Local Electoral District of Veracruz,XIX Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:19,Q52994450
XX Local Electoral District of Veracruz,XX Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:20,Q52994458
XXI Local Electoral District of Veracruz,XXI Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:21,Q52994461
XXII Local Electoral District of Veracruz,XXII Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:22,Q52994463
XXIII Local Electoral District of Veracruz,XXIII Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:23,Q52994464
XXIV Local Electoral District of Veracruz,XXIV Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:24,Q52994469
XXV Local Electoral District of Veracruz,XXV Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:25,Q52994472
XXVI Local Electoral District of Veracruz,XXVI Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:26,Q52994473
XXVII Local Electoral District of Veracruz,XXVII Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:27,Q52994475
XXVIII Local Electoral District of Veracruz,XXVIII Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:28,Q52994486
XXIX Local Electoral District of Veracruz,XXIX Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:29,Q52994496
XXX Local Electoral District of Veracruz,XXX Distrito Electoral Local de Veracruz,local district of Veracruz,distrito local de Veracruz,local electoral district of Veracruz,Veracruz,country:mx/state:ver,country:mx/state:ver/led:30,Q52994498
I Local Electoral District of Yucatan,I Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:1,Q53003181
II Local Electoral District of Yucatan,II Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:2,Q53003185
III Local Electoral District of Yucatan,III Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:3,Q53003188
IV Local Electoral District of Yucatan,IV Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:4,Q53003190
V Local Electoral District of Yucatan,V Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:5,Q53003193
VI Local Electoral District of Yucatan,VI Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:6,Q53003201
VII Local Electoral District of Yucatan,VII Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:7,Q53003211
VIII Local Electoral District of Yucatan,VIII Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:8,Q53003213
IX Local Electoral District of Yucatan,IX Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:9,Q53003217
X Local Electoral District of Yucatan,X Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:10,Q53003219
XI Local Electoral District of Yucatan,XI Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:11,Q53003222
XII Local Electoral District of Yucatan,XII Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:12,Q53003224
XIII Local Electoral District of Yucatan,XIII Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:13,Q53003227
XIV Local Electoral District of Yucatan,XIV Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:14,Q53003228
XV Local Electoral District of Yucatan,XV Distrito Electoral Local de Yucatan,local district of Yucatan,distrito local de Yucatan,local electoral district of Yucatan,Yucatán,country:mx/state:yuc,country:mx/state:yuc/led:15,Q53003234
I Local Electoral District of Zacatecas,I Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:1,Q53003241
II Local Electoral District of Zacatecas,II Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:2,Q53003245
III Local Electoral District of Zacatecas,III Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:3,Q53003249
IV Local Electoral District of Zacatecas,IV Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:4,Q53003252
V Local Electoral District of Zacatecas,V Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:5,Q53003256
VI Local Electoral District of Zacatecas,VI Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:6,Q53003260
VII Local Electoral District of Zacatecas,VII Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:7,Q53003262
VIII Local Electoral District of Zacatecas,VIII Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:8,Q53003264
IX Local Electoral District of Zacatecas,IX Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:9,Q53003269
X Local Electoral District of Zacatecas,X Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:10,Q53003278
XI Local Electoral District of Zacatecas,XI Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:11,Q53003281
XII Local Electoral District of Zacatecas,XII Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:12,Q53003284
XIII Local Electoral District of Zacatecas,XIII Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:13,Q53003287
XIV Local Electoral District of Zacatecas,XIV Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:14,Q53003291
XV Local Electoral District of Zacatecas,XV Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:15,Q53003295
XVI Local Electoral District of Zacatecas,XVI Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:16,Q53003299
XVII Local Electoral District of Zacatecas,XVII Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:17,Q53003301
XVIII Local Electoral District of Zacatecas,XVIII Distrito Electoral Local de Zacatecas,local district of Zacatecas,distrito local de Zacatecas,local electoral district of Zacatecas,Zacatecas,country:mx/state:zac,country:mx/state:zac/led:18,Q53003308
90I Local Electoral District of Mexico City,I Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:1,Q53015302
II Local Electoral District of Mexico City,II Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:2,Q53015304
III Local Electoral District of Mexico City,III Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:3,Q53015306
IV Local Electoral District of Mexico City,IV Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:4,Q53015307
V Local Electoral District of Mexico City,V Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:5,Q53015311
VI Local Electoral District of Mexico City,VI Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:6,Q53015312
VII Local Electoral District of Mexico City,VII Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:7,Q53015315
VIII Local Electoral District of Mexico City,VIII Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:8,Q53015317
IX Local Electoral District of Mexico City,IX Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:9,Q53015318
X Local Electoral District of Mexico City,X Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:10,Q53015332
XI Local Electoral District of Mexico City,XI Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:11,Q53015346
XII Local Electoral District of Mexico City,XII Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:12,Q53015348
XIII Local Electoral District of Mexico City,XIII Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:13,Q53015352
XIV Local Electoral District of Mexico City,XIV Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:14,Q53015354
XV Local Electoral District of Mexico City,XV Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:15,Q53015356
XVI Local Electoral District of Mexico City,XVI Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:16,Q53015359
XVII Local Electoral District of Mexico City,XVII Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:17,Q53015361
XVIII Local Electoral District of Mexico City,XVIII Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:18,Q53015364
XIX Local Electoral District of Mexico City,XIX Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:19,Q53015374
XX Local Electoral District of Mexico City,XX Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:20,Q53015382
XXI Local Electoral District of Mexico City,XXI Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:21,Q53015386
XXII Local Electoral District of Mexico City,XXII Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:22,Q53015388
XXIII Local Electoral District of Mexico City,XXIII Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:23,Q53015390
XXIV Local Electoral District of Mexico City,XXIV Distrito Electoral Local de Ciudad de México,local district of Mexico City,distrito local de Ciudad de México,local electoral district of Mexico City,Mexico City,country:mx/federal-district:cmx,country:mx/federal-district:cmx/led:24,Q53015392
